record_id,source_page,topic,record_type,title_ar,normativity,verification_status,source_alignment_status,production_use
TU-GUIDE-0127,23,study_system,rule,تقسيم العام الدراسي,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0128,23,credit_load,limit,عبء الفصل الرئيس,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0129,23,credit_load,limit,عبء السنة الكاملة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0130,23,credit_load,limit,عبء الفصل الصيفي,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0131,23,grades,rule,التقدير غير المكتمل,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0132,23,graduation_expected,rule,طلب تسجيل المتوقع تخرجه,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_SOURCE_TENSION_PRESERVED,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0133,24,academic_statuses,rule,تقديم الاعتذار,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0134,24,academic_statuses,rule,احتساب مدة الاعتذار,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0135,24,academic_statuses,rule,رمز الاعتذار,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0136,24,academic_statuses,rule,مكافأة المعتذر,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0137,24,academic_statuses,rule,تقديم التأجيل,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0138,24,academic_statuses,rule,احتساب مدة التأجيل,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0139,24,academic_statuses,rule,حد التأجيل,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0140,24,academic_statuses,rule,مكافأة المؤجل,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0141,24,academic_statuses,rule,تقديم الانسحاب من مقرر,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0142,24,academic_statuses,rule,حد مرات الانسحاب,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0143,24,academic_statuses,rule,الحد الأدنى بعد الانسحاب,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0144,24,academic_statuses,rule,الحرمان يمنع الانسحاب,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0145,24,academic_statuses,rule,منع انسحاب المستجد,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0146,25,withdrawal_and_dismissal,rule,الانسحاب النهائي - البطاقة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0147,25,withdrawal_and_dismissal,rule,الانسحاب النهائي - إخلاء الطرف,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0148,25,withdrawal_and_dismissal,rule,الفصل بسبب الإنذارات,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0149,25,withdrawal_and_dismissal,rule,الفصل بسبب تجاوز المدة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0150,26,external_transfer,condition,مؤسسة سابقة مرخصة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0151,26,external_transfer,condition,عدم الفصل التأديبي,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0152,26,external_transfer,condition,شروط الكلية المحول إليها,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0153,26,external_transfer,condition,موعد استكمال التحويل الخارجي,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0154,26,external_transfer,condition,الحد الأدنى للدراسة السابقة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0155,26,external_transfer,condition,الإقامة في الكلية الجديدة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0156,26,external_transfer,condition,عدم رفع الدرجة العلمية,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0157,26,external_transfer,condition,تقديم الطلب الخارجي,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0158,26,internal_transfer,condition,شروط الكلية الجديدة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0159,26,internal_transfer,condition,الحد الأدنى قبل التحويل الداخلي,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0160,26,internal_transfer,condition,حد المقررات المنجزة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0161,26,internal_transfer,condition,عدم رفع الدرجة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0162,26,internal_transfer,condition,مرة واحدة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0163,26,internal_transfer,condition,المحول خارجياً لا يحول داخلياً,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0164,26,internal_transfer,condition,تغيير المقر لا يعد تحويلاً,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0165,26,internal_transfer,condition,موعد التحويل الداخلي,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0166,26,internal_transfer,condition,تقديم الطلب الداخلي,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0167,27,within_college_transfer,condition,شروط القسم أو التخصص الجديد,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0168,27,within_college_transfer,condition,الحد الأدنى داخل الكلية,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0169,27,within_college_transfer,condition,مرة واحدة داخل الكلية,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0170,27,within_college_transfer,condition,موانع التحويل داخل الكلية,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0171,27,within_college_transfer,condition,تقديم الطلب داخل الكلية,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0172,27,struggling_students,registration_rule,منع التعارض,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0173,27,struggling_students,registration_rule,استيفاء المتطلبات,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0174,27,struggling_students,registration_rule,مقررات المستويات الأعلى,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0175,28,grading,overall_grade_range,التقدير العام ممتاز - مقياس 5,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0176,28,grading,overall_grade_range,التقدير العام جيد جداً - مقياس 5,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0177,28,grading,overall_grade_range,التقدير العام جيد - مقياس 5,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0178,28,grading,overall_grade_range,التقدير العام مقبول - مقياس 5,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0179,28,grading,overall_grade_range,التقدير العام ممتاز - مقياس 4,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0180,28,grading,overall_grade_range,التقدير العام جيد جداً - مقياس 4,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0181,28,grading,overall_grade_range,التقدير العام جيد - مقياس 4,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0182,28,grading,overall_grade_range,التقدير العام مقبول - مقياس 4,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0183,28,grading,course_grade_scale,أ+ - ممتاز مرتفع,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_WITH_CORRECTION,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0184,28,grading,course_grade_scale,أ - ممتاز,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0185,28,grading,course_grade_scale,ب+ - جيد جداً مرتفع,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0186,28,grading,course_grade_scale,ب - جيد جداً,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0187,28,grading,course_grade_scale,ج+ - جيد مرتفع,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0188,28,grading,course_grade_scale,ج - جيد,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0189,28,grading,course_grade_scale,د+ - مقبول مرتفع,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0190,28,grading,course_grade_scale,د - مقبول,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0191,28,grading,course_grade_scale,هـ - راسب,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_WITH_CORRECTION,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0192,29,academic_transcript,definition,محتوى السجل الأكاديمي,DESCRIPTIVE,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,KNOWLEDGE_RESPONSE_AFTER_SOURCE_VERIFICATION
TU-GUIDE-0193,29,grading,special_grade_code,م/IP - مستمر,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0194,29,grading,special_grade_code,ل/IC - غير مكتمل,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0195,29,grading,special_grade_code,ح/DN - محروم,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0196,29,grading,special_grade_code,ند/NP - ناجح دون درجة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0197,29,grading,special_grade_code,هد/NF - راسب دون درجة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0198,29,grading,special_grade_code,ع/W - منسحب بعذر,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0199,29,grading,special_grade_code,عف/E - معفي,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0200,30,gpa,formula,معادلة المعدل الفصلي,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0201,30,gpa,formula,معادلة المعدل التراكمي,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0202,30,gpa,calculation_step,خطوة حساب المعدل 1,PROCEDURAL_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0203,30,gpa,calculation_step,خطوة حساب المعدل 2,PROCEDURAL_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0204,30,gpa,calculation_step,خطوة حساب المعدل 3,PROCEDURAL_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0205,30,gpa,calculation_step,خطوة حساب المعدل 4,PROCEDURAL_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0206,30,gpa,calculation_step,خطوة حساب المعدل 5,PROCEDURAL_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0207,31,visiting_student,principle,تعريف الزيارة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0208,31,visiting_student,condition,جهة معترف بها,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0209,31,visiting_student,condition,تكافؤ المقرر,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0210,31,visiting_student,condition,الأصل عدم احتساب المعدل,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0211,31,visiting_student,condition,مطابقة المفردات للاحتساب,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0212,31,visiting_student,condition,مطابقة لغة الدراسة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0213,31,visiting_student,condition,الحد الأدنى للتقدير,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0214,31,visiting_student,condition,حد الزيارة خارج الجامعة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0215,31,visiting_student,condition,حد الزيارة داخل الجامعة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0216,31,visiting_student,condition,منع التحويل أثناء الزيارة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0217,31,visiting_student,condition,حد مرات الزيارة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0218,32,re_enrolment,rule,طي القيد بسبب الانقطاع,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0219,32,re_enrolment,rule,الزيارة ليست انقطاعاً,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0220,32,re_enrolment,rule,طلب إعادة القيد,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0221,32,re_enrolment,rule,مهلة إعادة القيد,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0222,32,re_enrolment,rule,استمرار البرنامج,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0223,32,re_enrolment,rule,إمكان التخرج في المدة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0224,32,re_enrolment,rule,عدم الفصل الأكاديمي,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0225,32,re_enrolment,rule,عدد مرات إعادة القيد,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0226,32,re_enrolment,rule,تجاوز المهلة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0227,32,re_enrolment,rule,الفصل التأديبي,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_WITH_CORRECTION,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0228,33,re_enrolment_withdrawn,rule,إعادة قيد المنسحب بعذر,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0229,33,re_enrolment_withdrawn,rule,مهلة المنسحب,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0230,33,re_enrolment_withdrawn,rule,عودة المنسحب كمستجد,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0231,33,re_enrolment_withdrawn,rule,منع إعادة قيد المفصول تأديبياً,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0232,33,medical_excuses,rule,مصدر التقرير الطبي,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0233,33,medical_excuses,rule,تقارير خارج المملكة,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0234,33,medical_excuses,rule,مهلة تقديم العذر,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0235,33,medical_excuses,rule,اختبار دوري أو أعمال فصلية,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_WITH_CORRECTION,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0236,33,medical_excuses,rule,اختبار نهائي,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0237,34,grade_appeal,limit,مهلة التظلم,NORMATIVE_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0238,34,grade_appeal,procedure_step,إفادة أستاذ المقرر,PROCEDURAL_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0239,34,grade_appeal,procedure_step,مراجعة عضو آخر,PROCEDURAL_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0240,34,grade_appeal,procedure_step,اللجنة الثلاثية,PROCEDURAL_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0241,34,grade_appeal,procedure_step,تسبيب التعديل,PROCEDURAL_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
TU-GUIDE-0242,34,grade_appeal,procedure_step,حفظ المستندات,PROCEDURAL_SUMMARY,EXTRACTED,AI_CHECKED_AGAINST_RENDERED_PAGE,EXPLAIN_ONLY_UNTIL_AUTHORITY_REVIEW
